sample_no, 3H_std, Well1_P1, log_posterior, log_posterior_transformed, stuck_counter, perturbation_coeff_0, perturbation_coeff_1, 
782, 2.506114e-01, 2.473228e+00, -2.419711e+00, -2.419711e+00, 1.000000, 8.186969e-01, 6.279487e-01, 
783, 2.853978e-01, 4.359115e+00, -2.585502e+00, -3.297713e+00, 0.000000, 8.186969e-01, 6.279487e-01, 
784, 4.072211e-01, 6.170327e-01, -2.245827e+00, -2.245827e+00, 1.000000, 8.186969e-01, 6.279487e-01, 
785, 6.339735e-01, 2.072114e+00, -2.742831e+00, -2.742831e+00, 1.000000, 8.186969e-01, 6.279487e-01, 
786, 2.718908e-01, 1.266256e+01, -4.038944e+00, -4.038944e+00, 7.000000, 8.186969e-01, 6.279487e-01, 
787, 1.012782e+00, 1.346573e+00, -3.084094e+00, -3.490605e+00, 0.000000, 8.186969e-01, 6.279487e-01, 
788, 2.634863e+00, 3.398806e-01, -4.552111e+00, -4.978820e+00, 1.000000, 8.186969e-01, 6.279487e-01, 
789, 5.659830e-01, 3.308481e+00, -2.927925e+00, -2.927925e+00, 0.000000, 8.186969e-01, 6.279487e-01, 
790, 2.883941e-01, 3.847801e+00, -2.532582e+00, -2.532582e+00, 1.000000, 8.186969e-01, 6.279487e-01, 
791, 1.801624e-01, 5.078709e+00, -2.486627e+00, -2.486627e+00, 0.000000, 8.186969e-01, 6.279487e-01, 
792, 6.263339e-01, 5.454712e-01, -2.494196e+00, -2.494196e+00, 1.000000, 8.186969e-01, 6.279487e-01, 
793, 5.477854e-01, 2.279170e+00, -2.657489e+00, -2.657489e+00, 1.000000, 8.186969e-01, 6.279487e-01, 
794, 2.969350e-01, 1.197993e+01, -3.916840e+00, -3.916840e+00, 7.000000, 8.186969e-01, 6.279487e-01, 
795, 6.689682e-01, 4.789905e-01, -2.577844e+00, -2.577844e+00, 0.000000, 8.186969e-01, 6.279487e-01, 
796, 2.898397e+00, 5.628934e-01, -4.576458e+00, -4.576458e+00, 1.000000, 8.186969e-01, 6.279487e-01, 
797, 4.385001e-01, 3.372280e+00, -2.710632e+00, -2.710632e+00, 0.000000, 8.186969e-01, 6.279487e-01, 
798, 3.660819e-01, 1.443355e+00, -2.259996e+00, -2.259996e+00, 1.000000, 8.186969e-01, 6.279487e-01, 
799, 1.924745e-01, 4.086095e+00, -2.517769e+00, -2.517769e+00, 0.000000, 8.186969e-01, 6.279487e-01, 
800, 2.010323e+00, 4.236119e-01, -4.031744e+00, -4.031744e+00, 1.000000, 8.186969e-01, 6.279487e-01, 
801, 5.477854e-01, 2.279170e+00, -2.657489e+00, -3.763457e+00, 1.000000, 8.186969e-01, 6.279487e-01, 
802, 2.970198e-01, 9.730109e+00, -3.443305e+00, -3.443305e+00, 7.000000, 8.186969e-01, 6.279487e-01, 
803, 4.713457e-01, 6.202732e-01, -2.289974e+00, -2.289974e+00, 0.000000, 8.186969e-01, 6.279487e-01, 
804, 2.056212e+00, 1.089567e+00, -4.042977e+00, -4.042977e+00, 1.000000, 8.186969e-01, 6.279487e-01, 
805, 3.218415e-01, 2.512111e+00, -2.397609e+00, -2.397609e+00, 0.000000, 8.186969e-01, 6.279487e-01, 
806, 3.660819e-01, 1.443355e+00, -2.259996e+00, -2.657837e+00, 1.000000, 8.186969e-01, 6.279487e-01, 
807, 1.851535e-01, 3.075977e+00, -2.635126e+00, -2.635126e+00, 0.000000, 8.186969e-01, 6.279487e-01, 
808, 2.648773e+00, 6.423525e-01, -4.410259e+00, -4.410259e+00, 1.000000, 8.186969e-01, 6.279487e-01, 
809, 5.477854e-01, 2.279170e+00, -2.657489e+00, -3.825251e+00, 1.000000, 8.186969e-01, 6.279487e-01, 
810, 4.158377e-01, 4.261995e+00, -2.833855e+00, -2.833855e+00, 7.000000, 8.186969e-01, 6.279487e-01, 
811, 4.385851e-01, 2.701476e-01, -2.512166e+00, -2.512166e+00, 0.000000, 8.186969e-01, 6.279487e-01, 
812, 1.313343e+00, 1.197788e+00, -3.394695e+00, -3.394695e+00, 1.000000, 8.186969e-01, 6.279487e-01, 
813, 4.020920e-01, 4.881986e+00, -2.913105e+00, -2.913105e+00, 0.000000, 8.186969e-01, 6.279487e-01, 
814, 7.172600e-01, 1.514018e+00, -2.725556e+00, -2.725556e+00, 1.000000, 8.186969e-01, 6.279487e-01, 
815, 3.010808e-01, 3.227775e+00, -2.474920e+00, -2.474920e+00, 0.000000, 8.186969e-01, 6.279487e-01, 
816, 2.244255e+00, 6.852795e-01, -4.132783e+00, -4.132783e+00, 1.000000, 8.186969e-01, 6.279487e-01, 
817, 1.797754e+00, 2.127808e+00, -4.119035e+00, -4.119035e+00, 1.000000, 8.186969e-01, 6.279487e-01, 
818, 1.779362e-01, 2.027297e+00, -2.892344e+00, -2.892344e+00, 7.000000, 8.186969e-01, 6.279487e-01, 
819, 4.385851e-01, 2.701476e-01, -2.512166e+00, -3.340081e+00, 0.000000, 8.186969e-01, 6.279487e-01, 
820, 6.902290e-01, 3.161936e-01, -2.745837e+00, -2.745837e+00, 1.000000, 8.186969e-01, 6.279487e-01, 
821, 6.908639e-01, 1.766991e+00, -2.751261e+00, -2.751261e+00, 0.000000, 8.186969e-01, 6.279487e-01, 
822, 5.637863e-01, 9.021588e-01, -2.388351e+00, -2.388351e+00, 1.000000, 8.186969e-01, 6.279487e-01, 
823, 1.754421e-01, 4.458613e+00, -2.524523e+00, -2.524523e+00, 0.000000, 8.186969e-01, 6.279487e-01, 
824, 6.327422e-01, 4.160489e-01, -2.568135e+00, -2.568135e+00, 1.000000, 8.186969e-01, 6.279487e-01, 
825, 1.797754e+00, 2.127808e+00, -4.119035e+00, -5.971072e+00, 1.000000, 8.186969e-01, 6.279487e-01, 
826, 1.779362e-01, 2.027297e+00, -2.892344e+00, -1.439771e+01, 7.000000, 8.186969e-01, 6.279487e-01, 
827, 3.341426e-01, 3.809917e-01, -2.394546e+00, -2.394546e+00, 0.000000, 8.186969e-01, 6.279487e-01, 
828, 3.807444e-01, 3.265499e-01, -2.419295e+00, -2.419295e+00, 1.000000, 8.186969e-01, 6.279487e-01, 
829, 2.131611e-01, 1.762806e+00, -2.586038e+00, -2.586038e+00, 0.000000, 8.186969e-01, 6.279487e-01, 
830, 3.566071e-01, 2.346286e+00, -2.399310e+00, -2.399310e+00, 1.000000, 8.186969e-01, 6.279487e-01, 
831, 1.754421e-01, 4.458613e+00, -2.524523e+00, -4.064449e+00, 0.000000, 8.186969e-01, 6.279487e-01, 
832, 3.075634e-01, 1.334606e+00, -2.261700e+00, -2.261700e+00, 1.000000, 8.186969e-01, 6.279487e-01, 
833, 3.867147e-01, 1.735845e+00, -2.320444e+00, -2.320444e+00, 1.000000, 8.186969e-01, 6.279487e-01, 
834, 2.676965e-01, 1.621491e+00, -2.346029e+00, -2.346029e+00, 7.000000, 8.186969e-01, 6.279487e-01, 
835, 3.716273e-01, 4.982407e-01, -2.286737e+00, -2.286737e+00, 0.000000, 8.186969e-01, 6.279487e-01, 
836, 3.807444e-01, 3.265499e-01, -2.419295e+00, -3.754268e+00, 1.000000, 8.186969e-01, 6.279487e-01, 
837, 2.131611e-01, 1.762806e+00, -2.586038e+00, -4.290141e+00, 0.000000, 8.186969e-01, 6.279487e-01, 
838, 1.210356e+00, 1.373514e+00, -3.326034e+00, -3.326034e+00, 1.000000, 8.186969e-01, 6.279487e-01, 
839, 2.691160e-01, 4.804087e+00, -2.603173e+00, -2.603173e+00, 0.000000, 8.186969e-01, 6.279487e-01, 
840, 3.075634e-01, 1.334606e+00, -2.261700e+00, -6.212547e+00, 1.000000, 8.186969e-01, 6.279487e-01, 
841, 3.867147e-01, 1.735845e+00, -2.320444e+00, -8.120765e+00, 1.000000, 8.186969e-01, 6.279487e-01, 
842, 2.676965e-01, 1.621491e+00, -2.346029e+00, -6.419313e+00, 7.000000, 8.186969e-01, 6.279487e-01, 
843, 3.716273e-01, 4.982407e-01, -2.286737e+00, -3.572122e+00, 0.000000, 8.186969e-01, 6.279487e-01, 
844, 3.807444e-01, 3.265499e-01, -2.419295e+00, -4.219459e+00, 1.000000, 8.186969e-01, 6.279487e-01, 
845, 2.131611e-01, 1.762806e+00, -2.586038e+00, -7.310488e+00, 0.000000, 8.186969e-01, 6.279487e-01, 
846, 1.189814e+00, 1.858420e+00, -3.437010e+00, -3.437010e+00, 1.000000, 8.186969e-01, 6.279487e-01, 
847, 9.980372e-02, 8.556498e+00, -2.374080e+00, -2.374080e+00, 0.000000, 8.186969e-01, 6.279487e-01, 
848, 4.834328e-01, 6.954873e-01, -2.290347e+00, -2.290347e+00, 1.000000, 8.186969e-01, 6.279487e-01, 
849, 3.867147e-01, 1.735845e+00, -2.320444e+00, -9.072118e+00, 1.000000, 8.186969e-01, 6.279487e-01, 
850, 2.962791e-01, 1.574507e+00, -2.293092e+00, -2.293092e+00, 7.000000, 8.186969e-01, 6.279487e-01, 
851, 2.203350e-01, 8.405217e-01, -2.669892e+00, -2.669892e+00, 0.000000, 8.186969e-01, 6.279487e-01, 
852, 4.510682e-01, 5.232566e-01, -2.302325e+00, -2.302325e+00, 1.000000, 8.186969e-01, 6.279487e-01, 
853, 2.131611e-01, 1.762806e+00, -2.586038e+00, -2.689825e+00, 0.000000, 8.186969e-01, 6.279487e-01, 
854, 5.910864e-01, 3.678417e+00, -3.055189e+00, -3.055189e+00, 1.000000, 8.186969e-01, 6.279487e-01, 
855, 9.980372e-02, 8.556498e+00, -2.374080e+00, -9.098293e+00, 0.000000, 8.186969e-01, 6.279487e-01, 
856, 4.834328e-01, 6.954873e-01, -2.290347e+00, -3.024213e+00, 1.000000, 8.186969e-01, 6.279487e-01, 
857, 3.867147e-01, 1.735845e+00, -2.320444e+00, -6.496906e+00, 1.000000, 8.186969e-01, 6.279487e-01, 
858, 3.869711e-01, 1.744131e+00, -2.322128e+00, -2.322128e+00, 7.000000, 8.186969e-01, 6.279487e-01, 
859, 2.203350e-01, 8.405217e-01, -2.669892e+00, -6.350048e+00, 0.000000, 8.186969e-01, 6.279487e-01, 
860, 6.446175e-01, 5.211273e-01, -2.526974e+00, -2.526974e+00, 1.000000, 8.186969e-01, 6.279487e-01, 
861, 7.240360e-01, 1.981692e+00, -2.857101e+00, -2.857101e+00, 0.000000, 8.186969e-01, 6.279487e-01, 
862, 2.553028e-01, 2.326719e+00, -2.404920e+00, -2.404920e+00, 1.000000, 8.186969e-01, 6.279487e-01, 
863, 9.980372e-02, 8.556498e+00, -2.374080e+00, -1.102659e+01, 0.000000, 8.186969e-01, 6.279487e-01, 
864, 2.229167e+00, 8.652494e-01, -4.132402e+00, -4.132402e+00, 1.000000, 8.186969e-01, 6.279487e-01, 
865, 2.235522e-01, 1.441063e+00, -2.541782e+00, -2.541782e+00, 1.000000, 8.186969e-01, 6.279487e-01, 
866, 3.869711e-01, 1.744131e+00, -2.322128e+00, -3.107277e+00, 7.000000, 8.186969e-01, 6.279487e-01, 
867, 2.203350e-01, 8.405217e-01, -2.669892e+00, -3.792423e+00, 0.000000, 8.186969e-01, 6.279487e-01, 
868, 6.446175e-01, 5.211273e-01, -2.526974e+00, -2.859275e+00, 1.000000, 8.186969e-01, 6.279487e-01, 
869, 7.240360e-01, 1.981692e+00, -2.857101e+00, -3.858633e+00, 0.000000, 8.186969e-01, 6.279487e-01, 
870, 1.273791e-01, 3.170178e+00, -3.402307e+00, -3.402307e+00, 1.000000, 8.186969e-01, 6.279487e-01, 
871, 1.433729e-01, 5.028021e+00, -2.535672e+00, -2.535672e+00, 0.000000, 8.186969e-01, 6.279487e-01, 
872, 2.229167e+00, 8.652494e-01, -4.132402e+00, -4.738604e+00, 1.000000, 8.186969e-01, 6.279487e-01, 
873, 2.235522e-01, 1.441063e+00, -2.541782e+00, -6.874134e+00, 1.000000, 8.186969e-01, 6.279487e-01, 
874, 2.545405e-01, 1.137803e+00, -2.391856e+00, -2.391856e+00, 7.000000, 8.186969e-01, 6.279487e-01, 
875, 6.535803e-01, 1.140915e+00, -2.548563e+00, -2.548563e+00, 0.000000, 8.186969e-01, 6.279487e-01, 
876, 1.152091e+00, 2.022642e-01, -3.580130e+00, -3.580130e+00, 1.000000, 8.186969e-01, 6.279487e-01, 
877, 7.240360e-01, 1.981692e+00, -2.857101e+00, -5.434245e+00, 0.000000, 8.186969e-01, 6.279487e-01, 
878, 1.273791e-01, 3.170178e+00, -3.402307e+00, -6.761329e+01, 1.000000, 8.186969e-01, 6.279487e-01, 
879, 1.433729e-01, 5.028021e+00, -2.535672e+00, -5.635440e+00, 0.000000, 8.186969e-01, 6.279487e-01, 
880, 1.892066e+00, 1.432099e-01, -4.576295e+00, -4.576295e+00, 1.000000, 8.186969e-01, 6.279487e-01, 
881, 2.235522e-01, 1.441063e+00, -2.541782e+00, -1.336205e+01, 1.000000, 8.186969e-01, 6.279487e-01, 
882, 2.545405e-01, 1.137803e+00, -2.391856e+00, -3.179271e+00, 7.000000, 8.186969e-01, 6.279487e-01, 
883, 6.535803e-01, 1.140915e+00, -2.548563e+00, -2.890674e+00, 0.000000, 8.186969e-01, 6.279487e-01, 
884, 1.152091e+00, 2.022642e-01, -3.580130e+00, -4.614798e+00, 1.000000, 8.186969e-01, 6.279487e-01, 
885, 7.240360e-01, 1.981692e+00, -2.857101e+00, -3.469340e+00, 0.000000, 8.186969e-01, 6.279487e-01, 
886, 1.148037e-01, 1.712580e+00, -5.109139e+00, -5.109139e+00, 1.000000, 8.186969e-01, 6.279487e-01, 
887, 1.433729e-01, 5.028021e+00, -2.535672e+00, -3.617251e+00, 0.000000, 8.186969e-01, 6.279487e-01, 
888, 5.379785e-01, 2.258690e-01, -2.698347e+00, -2.698347e+00, 1.000000, 8.186969e-01, 6.279487e-01, 
889, 2.235522e-01, 1.441063e+00, -2.541782e+00, -1.878399e+01, 1.000000, 8.186969e-01, 6.279487e-01, 
890, 2.545405e-01, 1.137803e+00, -2.391856e+00, -3.353113e+00, 7.000000, 8.186969e-01, 6.279487e-01, 
891, 6.535803e-01, 1.140915e+00, -2.548563e+00, -6.241307e+00, 0.000000, 8.186969e-01, 6.279487e-01, 
892, 1.152091e+00, 2.022642e-01, -3.580130e+00, -4.909524e+00, 1.000000, 8.186969e-01, 6.279487e-01, 
893, 8.752495e-01, 1.862276e+00, -3.042132e+00, -3.042132e+00, 0.000000, 8.186969e-01, 6.279487e-01, 
894, 2.423551e-01, 2.196116e+00, -2.430755e+00, -2.430755e+00, 1.000000, 8.186969e-01, 6.279487e-01, 
895, 1.433729e-01, 5.028021e+00, -2.535672e+00, -2.066468e+01, 0.000000, 8.186969e-01, 6.279487e-01, 
896, 2.644843e-01, 1.305814e-01, -2.556952e+00, -2.556952e+00, 1.000000, 8.186969e-01, 6.279487e-01, 
897, 3.427891e-01, 1.153797e+00, -2.225213e+00, -2.225213e+00, 1.000000, 8.186969e-01, 6.279487e-01, 
898, 2.545405e-01, 1.137803e+00, -2.391856e+00, -5.812618e+01, 7.000000, 8.186969e-01, 6.279487e-01, 
899, 6.535803e-01, 1.140915e+00, -2.548563e+00, -3.847535e+00, 0.000000, 8.186969e-01, 6.279487e-01, 
900, 6.378029e-01, 1.142081e-01, -3.288113e+00, -3.288113e+00, 1.000000, 8.186969e-01, 6.279487e-01, 
901, 3.228698e-01, 2.718327e+00, -2.427077e+00, -2.427077e+00, 0.000000, 8.186969e-01, 6.279487e-01, 
902, 1.733858e-01, 7.620517e-01, -3.429652e+00, -3.429652e+00, 1.000000, 8.186969e-01, 6.279487e-01, 
903, 1.433729e-01, 5.028021e+00, -2.535672e+00, -4.130399e+01, 0.000000, 8.186969e-01, 6.279487e-01, 
904, 1.116560e-01, 8.379829e-02, -2.017558e+00, -2.017558e+00, 1.000000, 8.186969e-01, 6.279487e-01, 
905, 3.427891e-01, 1.153797e+00, -2.225213e+00, -2.907267e+00, 1.000000, 8.186969e-01, 6.279487e-01, 
906, 3.453088e-01, 2.903709e+00, -2.477526e+00, -2.477526e+00, 7.000000, 8.186969e-01, 6.279487e-01, 
907, 4.496780e-01, 1.246670e+00, -2.295706e+00, -2.295706e+00, 0.000000, 8.186969e-01, 6.279487e-01, 
908, 1.806131e-01, 1.391396e-01, -2.787804e+00, -2.787804e+00, 1.000000, 8.186969e-01, 6.279487e-01, 
909, 3.510593e-01, 1.257406e+00, -2.233543e+00, -2.233543e+00, 0.000000, 8.186969e-01, 6.279487e-01, 
910, 1.733858e-01, 7.620517e-01, -3.429652e+00, -4.513502e+00, 1.000000, 8.186969e-01, 6.279487e-01, 
911, 2.523832e-01, 2.474838e+00, -2.416739e+00, -2.416739e+00, 0.000000, 8.186969e-01, 6.279487e-01, 
