sample_no, 3H_std, Well1_P1, log_posterior, log_posterior_transformed, stuck_counter, perturbation_coeff_0, perturbation_coeff_1, 
339, 3.005157e-02, 6.463028e+00, -5.463692e+00, -2.160629e+01, 1.000000, 4.605170e-01, 3.532212e-01, 
340, 1.656020e-01, 6.065218e+00, -2.454810e+00, -2.454810e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
341, 4.794456e-01, 8.134749e+00, -3.659676e+00, -3.659676e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
342, 4.130175e-02, 7.384467e+00, -2.173172e+00, -6.144058e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
343, 5.547929e-01, 1.124350e+00, -2.406516e+00, -2.406516e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
344, 4.896851e-01, 3.638150e+00, -2.859498e+00, -3.143309e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
345, 2.953167e-02, 8.181858e+00, -1.794661e+00, -1.530649e+01, 0.000000, 4.605170e-01, 3.532212e-01, 
346, 6.545670e-01, 2.310677e-01, -2.847692e+00, -2.847692e+00, 1.000000, 4.605170e-01, 3.532212e-01, 
347, 3.005157e-02, 6.463028e+00, -5.463692e+00, -2.296287e+01, 1.000000, 4.605170e-01, 3.532212e-01, 
348, 1.656020e-01, 6.065218e+00, -2.454810e+00, -2.773664e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
349, 4.794456e-01, 8.134749e+00, -3.659676e+00, -4.426197e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
350, 5.355029e-02, 6.788846e+00, -2.537640e+00, -2.537640e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
351, 3.006958e-01, 1.062137e+00, -2.260349e+00, -2.260349e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
352, 4.262858e-01, 5.064525e+00, -2.999794e+00, -2.999794e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
353, 2.146468e-02, 8.788727e+00, -2.862986e+00, -2.862986e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
354, 6.545670e-01, 2.310677e-01, -2.847692e+00, -3.423272e+00, 1.000000, 4.605170e-01, 3.532212e-01, 
355, 3.005157e-02, 6.463028e+00, -5.463692e+00, -4.564619e+01, 1.000000, 4.605170e-01, 3.532212e-01, 
356, 1.497488e-01, 7.883170e+00, -2.521328e+00, -2.521328e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
357, 3.761273e-01, 5.024211e+00, -2.877286e+00, -2.877286e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
358, 1.162739e-01, 8.095302e+00, -2.375395e+00, -2.375395e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
359, 3.006958e-01, 1.062137e+00, -2.260349e+00, -2.792277e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
360, 1.974191e-01, 3.614862e+00, -2.531768e+00, -2.531768e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
361, 2.146468e-02, 8.788727e+00, -2.862986e+00, -3.647009e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
362, 3.075012e-01, 1.551276e-01, -2.592431e+00, -2.592431e+00, 1.000000, 4.605170e-01, 3.532212e-01, 
363, 3.005157e-02, 6.463028e+00, -5.463692e+00, -3.052515e+01, 1.000000, 4.605170e-01, 3.532212e-01, 
364, 1.497488e-01, 7.883170e+00, -2.521328e+00, -2.767771e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
365, 3.761273e-01, 5.024211e+00, -2.877286e+00, -3.464605e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
366, 1.162739e-01, 8.095302e+00, -2.375395e+00, -2.743487e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
367, 3.294281e-01, 1.096374e+00, -2.227925e+00, -2.227925e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
368, 1.340767e-01, 3.099493e+00, -3.276255e+00, -3.276255e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
369, 2.146468e-02, 8.788727e+00, -2.862986e+00, -5.233114e+01, 0.000000, 4.605170e-01, 3.532212e-01, 
370, 3.749817e-01, 1.246238e-01, -2.721030e+00, -2.721030e+00, 1.000000, 4.605170e-01, 3.532212e-01, 
371, 5.064245e-02, 5.758236e+00, -4.343040e+00, -4.343040e+00, 1.000000, 4.605170e-01, 3.532212e-01, 
372, 1.722974e-01, 5.021092e+00, -2.488763e+00, -2.488763e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
373, 5.093305e-01, 5.459005e+00, -3.254951e+00, -3.254951e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
374, 1.011878e-01, 5.324586e+00, -2.754510e+00, -2.754510e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
375, 3.586964e-01, 1.087578e+00, -2.218050e+00, -2.218050e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
376, 1.316920e-01, 4.448176e+00, -2.757227e+00, -2.757227e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
377, 2.146468e-02, 8.788727e+00, -2.862986e+00, -2.430324e+01, 0.000000, 4.605170e-01, 3.532212e-01, 
378, 3.749817e-01, 1.246238e-01, -2.721030e+00, -3.660279e+00, 1.000000, 4.605170e-01, 3.532212e-01, 
379, 5.064245e-02, 5.758236e+00, -4.343040e+00, -5.517402e+00, 1.000000, 4.605170e-01, 3.532212e-01, 
380, 1.722974e-01, 5.021092e+00, -2.488763e+00, -2.585397e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
381, 2.540745e-01, 3.695125e+00, -2.485777e+00, -2.485777e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
382, 1.011878e-01, 5.324586e+00, -2.754510e+00, -3.405058e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
383, 2.885409e-01, 7.969800e-01, -2.305540e+00, -2.305540e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
384, 1.885419e-01, 4.005782e+00, -2.530286e+00, -2.530286e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
385, 2.146468e-02, 8.788727e+00, -2.862986e+00, -3.740722e+01, 0.000000, 4.605170e-01, 3.532212e-01, 
386, 3.170919e-01, 1.385089e-01, -2.603898e+00, -2.603898e+00, 1.000000, 4.605170e-01, 3.532212e-01, 
387, 5.064245e-02, 5.758236e+00, -4.343040e+00, -2.330901e+01, 1.000000, 4.605170e-01, 3.532212e-01, 
388, 2.760960e-01, 3.672983e+00, -2.500027e+00, -2.500027e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
389, 2.540745e-01, 3.695125e+00, -2.485777e+00, -3.460558e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
390, 1.363687e-01, 3.956147e+00, -2.873219e+00, -2.873219e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
391, 1.631574e-01, 9.801182e-01, -3.561606e+00, -3.561606e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
392, 2.671655e-01, 4.065845e+00, -2.527317e+00, -2.527317e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
393, 3.316499e-02, 7.928325e+00, -1.835478e+00, -1.835478e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
394, 3.899877e-01, 2.154525e-01, -2.563763e+00, -2.563763e+00, 1.000000, 4.605170e-01, 3.532212e-01, 
395, 8.153308e-02, 3.694012e+00, -5.164099e+00, -5.164099e+00, 1.000000, 4.605170e-01, 3.532212e-01, 
396, 2.859419e-01, 2.389333e+00, -2.377799e+00, -2.377799e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
397, 1.615519e-01, 3.202277e+00, -2.805828e+00, -2.805828e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
398, 1.192198e-01, 4.024049e+00, -3.124620e+00, -3.124620e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
399, 2.268770e-01, 9.865409e-01, -2.577072e+00, -2.577072e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
400, 2.671655e-01, 4.065845e+00, -2.527317e+00, -3.914989e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
401, 3.316499e-02, 7.928325e+00, -1.835478e+00, -2.982985e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
402, 3.743336e-01, 2.978847e-01, -2.452211e+00, -2.452211e+00, 1.000000, 4.605170e-01, 3.532212e-01, 
403, 8.631872e-02, 3.723448e+00, -4.733527e+00, -4.733527e+00, 1.000000, 4.605170e-01, 3.532212e-01, 
404, 2.845854e-01, 4.844455e+00, -2.640198e+00, -2.640198e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
405, 1.492869e-01, 2.476294e+00, -3.226485e+00, -3.226485e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
406, 1.192198e-01, 4.024049e+00, -3.124620e+00, -8.519585e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
407, 2.268770e-01, 9.865409e-01, -2.577072e+00, -7.612500e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
408, 2.978824e-01, 2.165129e+00, -2.350271e+00, -2.350271e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
409, 6.214577e-02, 6.003822e+00, -3.150316e+00, -3.150316e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
410, 3.743336e-01, 2.978847e-01, -2.452211e+00, -3.272656e+00, 1.000000, 4.605170e-01, 3.532212e-01, 
411, 8.631872e-02, 3.723448e+00, -4.733527e+00, -1.591578e+01, 1.000000, 4.605170e-01, 3.532212e-01, 
412, 2.563418e-01, 4.970076e+00, -2.593632e+00, -2.593632e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
413, 3.003685e-01, 2.819070e+00, -2.425480e+00, -2.425480e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
414, 1.014685e-01, 2.795867e+00, -4.822936e+00, -4.822936e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
415, 3.248467e-01, 3.737498e-01, -2.413838e+00, -2.413838e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
416, 2.482311e-01, 1.670114e+00, -2.405750e+00, -2.405750e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
417, 6.214577e-02, 6.003822e+00, -3.150316e+00, -8.301787e+00, 2.000000, 6.140227e-01, 4.709615e-01, 
418, 3.743336e-01, 2.978847e-01, -2.452211e+00, -2.748423e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
419, 8.631872e-02, 3.723448e+00, -4.733527e+00, -2.090305e+01, 0.000000, 6.140227e-01, 4.709615e-01, 
420, 4.676486e-01, 5.561377e+00, -3.182323e+00, -3.182323e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
421, 6.303441e-01, 2.695186e+00, -2.893187e+00, -2.893187e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
422, 1.014685e-01, 2.795867e+00, -4.822936e+00, -5.589185e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
423, 4.335775e-01, 3.772184e-01, -2.383916e+00, -2.383916e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
424, 2.482311e-01, 1.670114e+00, -2.405750e+00, -8.087423e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
425, 6.214577e-02, 6.003822e+00, -3.150316e+00, -6.060588e+00, 2.000000, 6.140227e-01, 4.709615e-01, 
426, 3.743336e-01, 2.978847e-01, -2.452211e+00, -2.894104e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
427, 1.553242e-01, 1.115211e+01, -3.472758e+00, -3.472758e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
428, 4.676486e-01, 5.561377e+00, -3.182323e+00, -3.575689e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
429, 6.303441e-01, 2.695186e+00, -2.893187e+00, -3.185919e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
430, 1.014685e-01, 2.795867e+00, -4.822936e+00, -1.149406e+01, 0.000000, 6.140227e-01, 4.709615e-01, 
431, 3.434961e-01, 7.572572e-01, -2.225428e+00, -2.225428e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
432, 2.482311e-01, 1.670114e+00, -2.405750e+00, -3.370837e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
433, 6.179238e-02, 7.873052e+00, -2.009604e+00, -2.009604e+00, 2.000000, 6.140227e-01, 4.709615e-01, 
434, 3.743336e-01, 2.978847e-01, -2.452211e+00, -2.925102e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
435, 4.811892e-01, 6.630835e+00, -3.403684e+00, -3.403684e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
436, 4.676486e-01, 5.561377e+00, -3.182323e+00, -4.157111e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
437, 1.974140e-01, 3.446728e+00, -2.541962e+00, -2.541962e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
438, 1.014685e-01, 2.795867e+00, -4.822936e+00, -7.428245e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
439, 3.434961e-01, 7.572572e-01, -2.225428e+00, -2.295894e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
440, 2.439176e-01, 1.662279e+00, -2.422352e+00, -2.422352e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
441, 7.548231e-02, 5.364650e+00, -3.342429e+00, -3.342429e+00, 2.000000, 6.140227e-01, 4.709615e-01, 
442, 3.743336e-01, 2.978847e-01, -2.452211e+00, -3.149776e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
443, 3.760547e-01, 6.360939e+00, -3.096184e+00, -3.096184e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
444, 4.676486e-01, 5.561377e+00, -3.182323e+00, -4.812016e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
445, 2.338274e-01, 1.370358e+00, -2.482319e+00, -2.482319e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
446, 6.290850e-01, 3.904455e+00, -3.172779e+00, -3.172779e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
447, 3.891704e-01, 1.325564e+00, -2.254910e+00, -2.254910e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
448, 3.941833e-01, 2.300954e+00, -2.432602e+00, -2.432602e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
449, 1.352893e-01, 8.823053e+00, -2.629664e+00, -2.629664e+00, 2.000000, 6.140227e-01, 4.709615e-01, 
450, 8.144634e-01, 7.318443e-01, -2.722662e+00, -2.722662e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
451, 3.760547e-01, 6.360939e+00, -3.096184e+00, -4.016031e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
452, 4.676486e-01, 5.561377e+00, -3.182323e+00, -6.645541e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
453, 2.338274e-01, 1.370358e+00, -2.482319e+00, -4.833370e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
454, 2.841751e-01, 1.535460e+00, -2.307629e+00, -2.307629e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
455, 6.438819e-01, 1.736494e+00, -2.672801e+00, -2.672801e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
456, 3.941833e-01, 2.300954e+00, -2.432602e+00, -3.181906e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
457, 1.989008e-01, 3.700928e+00, -2.523478e+00, -2.523478e+00, 2.000000, 6.140227e-01, 4.709615e-01, 
458, 7.622924e-01, 1.309644e+00, -2.740253e+00, -2.740253e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
459, 3.760547e-01, 6.360939e+00, -3.096184e+00, -3.638149e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
460, 4.676486e-01, 5.561377e+00, -3.182323e+00, -3.808402e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
461, 2.527135e-01, 1.054983e+00, -2.406626e+00, -2.406626e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
462, 2.426173e-01, 1.737282e+00, -2.427019e+00, -2.427019e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
463, 6.438819e-01, 1.736494e+00, -2.672801e+00, -3.047273e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
464, 1.114309e+00, 1.368273e+00, -3.213504e+00, -3.213504e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
465, 2.327329e-01, 4.583529e+00, -2.523318e+00, -2.523318e+00, 2.000000, 6.140227e-01, 4.709615e-01, 
466, 5.733545e-01, 1.833468e+00, -2.589584e+00, -2.589584e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
467, 3.760547e-01, 6.360939e+00, -3.096184e+00, -4.267653e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
468, 3.009923e-01, 6.645447e+00, -2.927102e+00, -2.927102e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
469, 5.461615e-01, 9.308786e-01, -2.367924e+00, -2.367924e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
470, 3.379510e-01, 2.097189e+00, -2.346281e+00, -2.346281e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
471, 6.438819e-01, 1.736494e+00, -2.672801e+00, -4.489425e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
472, 1.114309e+00, 1.368273e+00, -3.213504e+00, -3.322204e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
473, 2.131055e-01, 3.267404e+00, -2.505227e+00, -2.505227e+00, 2.000000, 6.140227e-01, 4.709615e-01, 
474, 1.184116e+00, 5.117827e+00, -4.251459e+00, -4.251459e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
475, 3.748276e-01, 7.749378e+00, -3.323877e+00, -3.323877e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
476, 1.836594e-01, 2.145419e+00, -2.797532e+00, -2.797532e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
477, 3.803943e-01, 1.512842e+00, -2.278063e+00, -2.278063e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
478, 6.051207e-01, 9.902663e-01, -2.454795e+00, -2.454795e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
479, 5.372659e-01, 2.928779e+00, -2.791729e+00, -2.791729e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
480, 9.311737e-01, 9.071888e-01, -2.888935e+00, -2.888935e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
481, 5.219478e-01, 5.515434e+00, -3.292295e+00, -3.292295e+00, 2.000000, 6.140227e-01, 4.709615e-01, 
482, 1.184116e+00, 5.117827e+00, -4.251459e+00, -4.858424e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
483, 5.438273e-01, 4.008958e+00, -3.039209e+00, -3.039209e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
484, 1.836594e-01, 2.145419e+00, -2.797532e+00, -4.217033e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
485, 3.351586e-01, 1.007459e+00, -2.221055e+00, -2.221055e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
486, 6.051207e-01, 9.902663e-01, -2.454795e+00, -2.962264e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
487, 2.368411e-01, 1.183893e+00, -2.479670e+00, -2.479670e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
488, 3.394776e-01, 2.185952e+00, -2.360506e+00, -2.360506e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
489, 5.219478e-01, 5.515434e+00, -3.292295e+00, -4.346630e+00, 2.000000, 6.140227e-01, 4.709615e-01, 
490, 1.184116e+00, 5.117827e+00, -4.251459e+00, -5.636633e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
491, 6.808809e-01, 4.293095e+00, -3.348356e+00, -3.348356e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
492, 1.836594e-01, 2.145419e+00, -2.797532e+00, -5.126209e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
493, 1.288498e-01, 1.259131e+00, -4.695150e+00, -4.695150e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
494, 1.642860e+00, 9.744299e-01, -3.671992e+00, -3.671992e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
495, 2.492554e-01, 6.693536e-01, -2.504749e+00, -2.504749e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
496, 2.062427e-01, 2.173509e+00, -2.596776e+00, -2.596776e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
497, 5.219478e-01, 5.515434e+00, -3.292295e+00, -4.666196e+00, 2.000000, 6.140227e-01, 4.709615e-01, 
498, 2.063547e-01, 8.286533e+00, -2.844436e+00, -2.844436e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
499, 5.190428e-01, 4.763075e+00, -3.142689e+00, -3.142689e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
500, 1.836594e-01, 2.145419e+00, -2.797532e+00, -6.011201e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
501, 2.087621e-01, 2.155746e+00, -2.581799e+00, -2.581799e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
502, 1.728976e+00, 7.935824e-01, -3.724963e+00, -3.724963e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
503, 2.814541e-01, 5.527506e-01, -2.402061e+00, -2.402061e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
504, 2.062427e-01, 2.173509e+00, -2.596776e+00, -2.792807e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
505, 1.094426e+00, 3.863474e+00, -3.855846e+00, -3.855846e+00, 2.000000, 6.140227e-01, 4.709615e-01, 
506, 1.431725e-01, 1.067731e+01, -3.277804e+00, -3.277804e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
507, 3.400378e-01, 2.318594e+00, -2.381151e+00, -2.381151e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
508, 1.836594e-01, 2.145419e+00, -2.797532e+00, -1.779030e+01, 0.000000, 6.140227e-01, 4.709615e-01, 
509, 3.652642e-01, 1.528039e+00, -2.272069e+00, -2.272069e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
510, 1.202082e+00, 1.470587e+00, -3.342597e+00, -3.342597e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
511, 2.814541e-01, 5.527506e-01, -2.402061e+00, -4.682738e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
512, 3.290524e-01, 2.315831e+00, -2.373889e+00, -2.373889e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
513, 1.404853e+00, 4.171896e+00, -4.286343e+00, -4.286343e+00, 2.000000, 6.140227e-01, 4.709615e-01, 
514, 1.431725e-01, 1.067731e+01, -3.277804e+00, -3.800972e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
515, 2.899628e-01, 2.294603e+00, -2.366780e+00, -2.366780e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
516, 1.836594e-01, 2.145419e+00, -2.797532e+00, -4.001378e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
517, 2.794556e-01, 1.615175e+00, -2.320828e+00, -2.320828e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
518, 6.921088e-01, 2.010998e+00, -2.816622e+00, -2.816622e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
519, 2.216226e-01, 6.617403e-01, -2.725270e+00, -2.725270e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
520, 3.290524e-01, 2.315831e+00, -2.373889e+00, -3.447424e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
521, 1.874265e+00, 3.672205e+00, -4.605316e+00, -4.605316e+00, 2.000000, 6.140227e-01, 4.709615e-01, 
522, 2.220841e-01, 1.109815e+01, -3.538832e+00, -3.538832e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
523, 1.134145e-01, 2.954411e+00, -4.024352e+00, -4.024352e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
524, 1.836594e-01, 2.145419e+00, -2.797532e+00, -4.300693e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
525, 4.056580e-01, 1.220092e+00, -2.251150e+00, -2.251150e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
526, 3.516974e-01, 1.281659e+00, -2.236167e+00, -2.236167e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
527, 2.699687e-01, 8.708553e-01, -2.354304e+00, -2.354304e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
528, 1.093827e+00, 8.718164e-01, -3.085487e+00, -3.085487e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
529, 1.874265e+00, 3.672205e+00, -4.605316e+00, -5.147308e+00, 2.000000, 6.140227e-01, 4.709615e-01, 
530, 2.220841e-01, 1.109815e+01, -3.538832e+00, -3.809057e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
531, 2.300867e-01, 1.285725e+00, -2.512301e+00, -2.512301e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
532, 1.836594e-01, 2.145419e+00, -2.797532e+00, -6.165992e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
533, 3.018579e-01, 1.207676e+00, -2.261687e+00, -2.261687e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
534, 5.549800e-01, 1.528380e+00, -2.489938e+00, -2.489938e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
535, 2.699687e-01, 8.708553e-01, -2.354304e+00, -5.924683e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
536, 1.093827e+00, 8.718164e-01, -3.085487e+00, -3.338799e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
537, 1.874265e+00, 3.672205e+00, -4.605316e+00, -5.057445e+00, 2.000000, 6.140227e-01, 4.709615e-01, 
538, 2.220841e-01, 1.109815e+01, -3.538832e+00, -4.738535e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
539, 2.706883e-01, 1.369980e+00, -2.330638e+00, -2.330638e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
540, 1.836594e-01, 2.145419e+00, -2.797532e+00, -2.046296e+01, 0.000000, 6.140227e-01, 4.709615e-01, 
541, 1.959567e-01, 2.484435e+00, -2.635474e+00, -2.635474e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
542, 8.785629e-01, 1.700121e+00, -3.002459e+00, -3.002459e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
543, 4.443163e-01, 2.192958e+00, -2.478304e+00, -2.478304e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
544, 9.005893e-01, 7.947549e-01, -2.838295e+00, -2.838295e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
545, 1.917025e+00, 3.863716e+00, -4.688943e+00, -4.688943e+00, 2.000000, 6.140227e-01, 4.709615e-01, 
546, 2.000107e-01, 6.575389e+00, -2.586333e+00, -2.586333e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
547, 5.679540e-01, 7.260405e-01, -2.388338e+00, -2.388338e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
548, 4.245156e-01, 1.018124e+00, -2.241598e+00, -2.241598e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
549, 1.959567e-01, 2.484435e+00, -2.635474e+00, -5.908816e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
550, 7.972269e-01, 1.606662e+00, -2.864379e+00, -2.864379e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
551, 6.451656e-01, 7.501595e-01, -2.491168e+00, -2.491168e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
552, 3.084313e-01, 1.041954e+00, -2.248176e+00, -2.248176e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
553, 2.075844e+00, 3.846951e+00, -4.812571e+00, -4.812571e+00, 2.000000, 6.140227e-01, 4.709615e-01, 
554, 2.000107e-01, 6.575389e+00, -2.586333e+00, -3.018897e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
555, 4.353290e-01, 6.715137e-01, -2.250741e+00, -2.250741e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
