sample_no, 3H_Std, Well1_Gamma_p1, log_posterior, log_posterior_transformed, stuck_counter, perturbation_coeff_0, perturbation_coeff_1, 
556, 7.088877e-02, 7.216160e-02, -1.693931e+00, -1.771722e+03, 20.000000, 5.686160e-01, 4.093485e-01, 
557, 7.088877e-02, 7.216160e-02, -1.693931e+00, -7.806877e+01, 20.000000, 5.686160e-01, 4.093485e-01, 
558, 7.088877e-02, 7.216160e-02, -1.693931e+00, -2.365206e+01, 20.000000, 5.686160e-01, 4.093485e-01, 
559, 7.088877e-02, 7.216160e-02, -1.693931e+00, -3.426641e+01, 20.000000, 5.686160e-01, 4.093485e-01, 
560, 7.088877e-02, 7.216160e-02, -1.693931e+00, -7.578905e+01, 20.000000, 5.686160e-01, 4.093485e-01, 
561, 7.088877e-02, 7.216160e-02, -1.693931e+00, -2.666791e+01, 20.000000, 5.686160e-01, 4.093485e-01, 
562, 7.088877e-02, 7.216160e-02, -1.693931e+00, -9.583276e+00, 20.000000, 5.686160e-01, 4.093485e-01, 
563, 7.088877e-02, 7.216160e-02, -1.693931e+00, -1.007868e+03, 20.000000, 5.686160e-01, 4.093485e-01, 
564, 7.088877e-02, 7.216160e-02, -1.693931e+00, -6.512888e+00, 20.000000, 5.686160e-01, 4.093485e-01, 
565, 7.088877e-02, 7.216160e-02, -1.693931e+00, -1.082406e+01, 20.000000, 5.686160e-01, 4.093485e-01, 
566, 7.088877e-02, 7.216160e-02, -1.693931e+00, -2.462075e+02, 20.000000, 5.686160e-01, 4.093485e-01, 
567, 7.088877e-02, 7.216160e-02, -1.693931e+00, -3.835072e+02, 20.000000, 5.686160e-01, 4.093485e-01, 
568, 7.088877e-02, 7.216160e-02, -1.693931e+00, -4.329423e+01, 20.000000, 5.686160e-01, 4.093485e-01, 
569, 7.088877e-02, 7.216160e-02, -1.693931e+00, -7.197739e+00, 20.000000, 5.686160e-01, 4.093485e-01, 
570, 5.731589e-02, 7.361658e-02, -1.433649e+00, -1.433649e+00, 20.000000, 5.686160e-01, 4.093485e-01, 
571, 5.731589e-02, 7.361658e-02, -1.433649e+00, -3.319248e+03, 20.000000, 5.686160e-01, 4.093485e-01, 
572, 5.731589e-02, 7.361658e-02, -1.433649e+00, -2.239544e+02, 20.000000, 5.686160e-01, 4.093485e-01, 
573, 5.731589e-02, 7.361658e-02, -1.433649e+00, -2.910070e+02, 20.000000, 5.686160e-01, 4.093485e-01, 
574, 5.731589e-02, 7.361658e-02, -1.433649e+00, -1.554740e+03, 20.000000, 5.686160e-01, 4.093485e-01, 
575, 5.731589e-02, 7.361658e-02, -1.433649e+00, -3.710446e+01, 20.000000, 5.686160e-01, 4.093485e-01, 
576, 5.731589e-02, 7.361658e-02, -1.433649e+00, -1.171047e+01, 20.000000, 5.686160e-01, 4.093485e-01, 
577, 5.731589e-02, 7.361658e-02, -1.433649e+00, -4.022069e+01, 20.000000, 5.686160e-01, 4.093485e-01, 
578, 5.731589e-02, 7.361658e-02, -1.433649e+00, -2.830505e+02, 20.000000, 5.686160e-01, 4.093485e-01, 
579, 5.731589e-02, 7.361658e-02, -1.433649e+00, -8.476323e+00, 20.000000, 5.686160e-01, 4.093485e-01, 
580, 5.731589e-02, 7.361658e-02, -1.433649e+00, -2.420651e+01, 20.000000, 5.686160e-01, 4.093485e-01, 
581, 5.334864e-02, 7.353346e-02, -1.393561e+00, -1.393561e+00, 20.000000, 5.686160e-01, 4.093485e-01, 
582, 5.334864e-02, 7.353346e-02, -1.393561e+00, -3.822125e+02, 20.000000, 5.686160e-01, 4.093485e-01, 
583, 5.334864e-02, 7.353346e-02, -1.393561e+00, -1.422253e+02, 20.000000, 5.686160e-01, 4.093485e-01, 
584, 5.334864e-02, 7.353346e-02, -1.393561e+00, -6.368221e+01, 20.000000, 5.686160e-01, 4.093485e-01, 
585, 5.334864e-02, 7.353346e-02, -1.393561e+00, -1.795404e+02, 20.000000, 5.686160e-01, 4.093485e-01, 
586, 5.334864e-02, 7.353346e-02, -1.393561e+00, -1.401066e+02, 20.000000, 5.686160e-01, 4.093485e-01, 
587, 5.334864e-02, 7.353346e-02, -1.393561e+00, -2.100251e+00, 20.000000, 5.686160e-01, 4.093485e-01, 
588, 5.334864e-02, 7.353346e-02, -1.393561e+00, -3.427252e+02, 20.000000, 5.686160e-01, 4.093485e-01, 
589, 5.334864e-02, 7.353346e-02, -1.393561e+00, -8.131245e+03, 20.000000, 5.686160e-01, 4.093485e-01, 
590, 5.334864e-02, 7.353346e-02, -1.393561e+00, -1.308310e+03, 20.000000, 5.686160e-01, 4.093485e-01, 
591, 5.334864e-02, 7.353346e-02, -1.393561e+00, -7.368677e+01, 20.000000, 5.686160e-01, 4.093485e-01, 
592, 5.334864e-02, 7.353346e-02, -1.393561e+00, -2.661868e+00, 20.000000, 5.686160e-01, 4.093485e-01, 
593, 5.334864e-02, 7.353346e-02, -1.393561e+00, -2.185742e+02, 20.000000, 5.686160e-01, 4.093485e-01, 
594, 5.334864e-02, 7.353346e-02, -1.393561e+00, -1.189241e+02, 20.000000, 5.686160e-01, 4.093485e-01, 
595, 5.334864e-02, 7.353346e-02, -1.393561e+00, -5.357802e+01, 20.000000, 5.686160e-01, 4.093485e-01, 
596, 5.334864e-02, 7.353346e-02, -1.393561e+00, -9.791217e+02, 20.000000, 5.686160e-01, 4.093485e-01, 
597, 5.334864e-02, 7.353346e-02, -1.393561e+00, -9.791217e+02, 20.000000, 5.686160e-01, 4.093485e-01, 
598, 5.334864e-02, 7.353346e-02, -1.393561e+00, -3.882273e+01, 20.000000, 5.686160e-01, 4.093485e-01, 
599, 5.334864e-02, 7.353346e-02, -1.393561e+00, -9.580637e+00, 20.000000, 5.686160e-01, 4.093485e-01, 
600, 5.334864e-02, 7.353346e-02, -1.393561e+00, -3.079764e+02, 20.000000, 5.686160e-01, 4.093485e-01, 
601, 5.334864e-02, 7.353346e-02, -1.393561e+00, -4.754607e+02, 20.000000, 5.686160e-01, 4.093485e-01, 
602, 5.334864e-02, 7.353346e-02, -1.393561e+00, -2.442308e+00, 2.000000, 4.264620e-01, 3.070113e-01, 
603, 5.334864e-02, 7.353346e-02, -1.393561e+00, -2.218724e+01, 2.000000, 4.264620e-01, 3.070113e-01, 
604, 5.334864e-02, 7.353346e-02, -1.393561e+00, -9.175017e+02, 2.000000, 4.264620e-01, 3.070113e-01, 
605, 5.334864e-02, 7.353346e-02, -1.393561e+00, -2.744688e+00, 2.000000, 4.264620e-01, 3.070113e-01, 
606, 5.334864e-02, 7.353346e-02, -1.393561e+00, -2.130096e+02, 2.000000, 4.264620e-01, 3.070113e-01, 
607, 5.334864e-02, 7.353346e-02, -1.393561e+00, -1.968134e+02, 2.000000, 4.264620e-01, 3.070113e-01, 
608, 4.693230e-02, 7.337848e-02, -1.326499e+00, -1.326499e+00, 2.000000, 4.264620e-01, 3.070113e-01, 
609, 4.693230e-02, 7.337848e-02, -1.326499e+00, -3.087788e+02, 2.000000, 4.264620e-01, 3.070113e-01, 
610, 4.693230e-02, 7.337848e-02, -1.326499e+00, -5.613029e+01, 2.000000, 4.264620e-01, 3.070113e-01, 
611, 4.693230e-02, 7.337848e-02, -1.326499e+00, -2.919012e+01, 2.000000, 4.264620e-01, 3.070113e-01, 
612, 4.693230e-02, 7.337848e-02, -1.326499e+00, -6.072536e+02, 2.000000, 4.264620e-01, 3.070113e-01, 
613, 4.693230e-02, 7.337848e-02, -1.326499e+00, -6.212238e+01, 2.000000, 4.264620e-01, 3.070113e-01, 
614, 4.693230e-02, 7.337848e-02, -1.326499e+00, -3.531365e+01, 2.000000, 4.264620e-01, 3.070113e-01, 
615, 4.693230e-02, 7.337848e-02, -1.326499e+00, -1.809172e+01, 2.000000, 4.264620e-01, 3.070113e-01, 
616, 4.693230e-02, 7.337848e-02, -1.326499e+00, -1.097542e+02, 2.000000, 4.264620e-01, 3.070113e-01, 
617, 4.693230e-02, 7.337848e-02, -1.326499e+00, -2.502287e+02, 2.000000, 4.264620e-01, 3.070113e-01, 
618, 4.693230e-02, 7.337848e-02, -1.326499e+00, -5.264519e+01, 2.000000, 4.264620e-01, 3.070113e-01, 
619, 4.693230e-02, 7.337848e-02, -1.326499e+00, -6.583330e+01, 2.000000, 4.264620e-01, 3.070113e-01, 
620, 4.693230e-02, 7.337848e-02, -1.326499e+00, -1.510959e+02, 2.000000, 4.264620e-01, 3.070113e-01, 
621, 4.693230e-02, 7.337848e-02, -1.326499e+00, -3.034121e+00, 2.000000, 4.264620e-01, 3.070113e-01, 
622, 4.693230e-02, 7.337848e-02, -1.326499e+00, -2.020540e+03, 2.000000, 4.264620e-01, 3.070113e-01, 
623, 4.693230e-02, 7.337848e-02, -1.326499e+00, -4.080092e+02, 2.000000, 4.264620e-01, 3.070113e-01, 
624, 4.693230e-02, 7.337848e-02, -1.326499e+00, -3.072882e+01, 2.000000, 4.264620e-01, 3.070113e-01, 
625, 4.693230e-02, 7.337848e-02, -1.326499e+00, -3.820147e+02, 2.000000, 4.264620e-01, 3.070113e-01, 
626, 4.693230e-02, 7.337848e-02, -1.326499e+00, -1.361080e+02, 2.000000, 4.264620e-01, 3.070113e-01, 
627, 4.693230e-02, 7.337848e-02, -1.326499e+00, -3.738210e+00, 2.000000, 4.264620e-01, 3.070113e-01, 
628, 4.693230e-02, 7.337848e-02, -1.326499e+00, -3.760140e+00, 2.000000, 4.264620e-01, 3.070113e-01, 
629, 4.693230e-02, 7.337848e-02, -1.326499e+00, -5.739559e+01, 2.000000, 4.264620e-01, 3.070113e-01, 
630, 4.693230e-02, 7.337848e-02, -1.326499e+00, -4.796479e+01, 2.000000, 4.264620e-01, 3.070113e-01, 
631, 4.693230e-02, 7.337848e-02, -1.326499e+00, -4.999677e+02, 2.000000, 4.264620e-01, 3.070113e-01, 
632, 4.693230e-02, 7.337848e-02, -1.326499e+00, -7.505719e+01, 2.000000, 4.264620e-01, 3.070113e-01, 
633, 4.693230e-02, 7.337848e-02, -1.326499e+00, -2.680052e+01, 2.000000, 4.264620e-01, 3.070113e-01, 
634, 4.693230e-02, 7.337848e-02, -1.326499e+00, -4.386633e+02, 2.000000, 4.264620e-01, 3.070113e-01, 
635, 4.693230e-02, 7.337848e-02, -1.326499e+00, -2.906014e+02, 2.000000, 4.264620e-01, 3.070113e-01, 
636, 5.699575e-02, 7.350717e-02, -1.412646e+00, -1.412646e+00, 2.000000, 4.264620e-01, 3.070113e-01, 
637, 5.699575e-02, 7.350717e-02, -1.412646e+00, -8.041962e+00, 2.000000, 4.264620e-01, 3.070113e-01, 
638, 5.699575e-02, 7.350717e-02, -1.412646e+00, -5.704037e+02, 2.000000, 4.264620e-01, 3.070113e-01, 
639, 5.699575e-02, 7.350717e-02, -1.412646e+00, -1.002796e+03, 2.000000, 4.264620e-01, 3.070113e-01, 
640, 5.699575e-02, 7.350717e-02, -1.412646e+00, -7.949751e+01, 2.000000, 4.264620e-01, 3.070113e-01, 
641, 5.699575e-02, 7.350717e-02, -1.412646e+00, -1.608962e+02, 2.000000, 4.264620e-01, 3.070113e-01, 
642, 5.699575e-02, 7.350717e-02, -1.412646e+00, -7.510658e+00, 2.000000, 4.264620e-01, 3.070113e-01, 
643, 5.699575e-02, 7.350717e-02, -1.412646e+00, -5.495959e+01, 2.000000, 4.264620e-01, 3.070113e-01, 
644, 5.699575e-02, 7.350717e-02, -1.412646e+00, -3.284613e+01, 2.000000, 4.264620e-01, 3.070113e-01, 
645, 5.699575e-02, 7.350717e-02, -1.412646e+00, -6.885670e+00, 2.000000, 4.264620e-01, 3.070113e-01, 
646, 5.699575e-02, 7.350717e-02, -1.412646e+00, -1.052997e+02, 2.000000, 4.264620e-01, 3.070113e-01, 
647, 5.699575e-02, 7.350717e-02, -1.412646e+00, -1.785453e+03, 2.000000, 4.264620e-01, 3.070113e-01, 
648, 5.699575e-02, 7.350717e-02, -1.412646e+00, -7.690856e+01, 2.000000, 4.264620e-01, 3.070113e-01, 
649, 9.854446e-02, 7.006102e-02, -2.636921e+00, -2.636921e+00, 2.000000, 4.264620e-01, 3.070113e-01, 
650, 9.854446e-02, 7.006102e-02, -2.636921e+00, -1.581115e+01, 2.000000, 4.264620e-01, 3.070113e-01, 
651, 9.854446e-02, 7.006102e-02, -2.636921e+00, -2.048549e+02, 2.000000, 4.264620e-01, 3.070113e-01, 
652, 4.909867e-02, 7.402466e-02, -1.559958e+00, -1.559958e+00, 9.000000, 3.198465e-01, 2.302585e-01, 
653, 4.909867e-02, 7.402466e-02, -1.559958e+00, -3.512315e+01, 9.000000, 3.198465e-01, 2.302585e-01, 
654, 4.909867e-02, 7.402466e-02, -1.559958e+00, -1.119423e+02, 9.000000, 3.198465e-01, 2.302585e-01, 
655, 3.799747e-02, 7.344972e-02, -1.285657e+00, -1.285657e+00, 9.000000, 3.198465e-01, 2.302585e-01, 
656, 3.799747e-02, 7.344972e-02, -1.285657e+00, -8.363198e+02, 9.000000, 3.198465e-01, 2.302585e-01, 
657, 3.799747e-02, 7.344972e-02, -1.285657e+00, -2.023285e+02, 9.000000, 3.198465e-01, 2.302585e-01, 
658, 3.799747e-02, 7.344972e-02, -1.285657e+00, -7.279488e+00, 9.000000, 3.198465e-01, 2.302585e-01, 
659, 3.799747e-02, 7.344972e-02, -1.285657e+00, -1.390343e+02, 9.000000, 3.198465e-01, 2.302585e-01, 
660, 3.799747e-02, 7.344972e-02, -1.285657e+00, -8.703171e+01, 9.000000, 3.198465e-01, 2.302585e-01, 
661, 3.799747e-02, 7.344972e-02, -1.285657e+00, -1.812087e+01, 9.000000, 3.198465e-01, 2.302585e-01, 
662, 3.799747e-02, 7.344972e-02, -1.285657e+00, -2.796862e+02, 9.000000, 3.198465e-01, 2.302585e-01, 
663, 3.799747e-02, 7.344972e-02, -1.285657e+00, -2.733289e+01, 9.000000, 3.198465e-01, 2.302585e-01, 
664, 3.491399e-02, 7.282249e-02, -1.326717e+00, -1.326717e+00, 9.000000, 3.198465e-01, 2.302585e-01, 
665, 3.491399e-02, 7.282249e-02, -1.326717e+00, -2.194628e+02, 9.000000, 3.198465e-01, 2.302585e-01, 
666, 3.491399e-02, 7.282249e-02, -1.326717e+00, -1.352142e+02, 9.000000, 3.198465e-01, 2.302585e-01, 
667, 3.491399e-02, 7.282249e-02, -1.326717e+00, -6.625554e+01, 9.000000, 3.198465e-01, 2.302585e-01, 
668, 3.491399e-02, 7.282249e-02, -1.326717e+00, -1.295259e+02, 9.000000, 3.198465e-01, 2.302585e-01, 
669, 3.491399e-02, 7.282249e-02, -1.326717e+00, -2.084848e+02, 9.000000, 3.198465e-01, 2.302585e-01, 
670, 3.491399e-02, 7.282249e-02, -1.326717e+00, -1.060174e+02, 9.000000, 3.198465e-01, 2.302585e-01, 
671, 3.491399e-02, 7.282249e-02, -1.326717e+00, -4.791038e+00, 9.000000, 3.198465e-01, 2.302585e-01, 
672, 3.491399e-02, 7.282249e-02, -1.326717e+00, -5.819477e+02, 9.000000, 3.198465e-01, 2.302585e-01, 
673, 3.491399e-02, 7.282249e-02, -1.326717e+00, -1.052056e+03, 9.000000, 3.198465e-01, 2.302585e-01, 
674, 3.491399e-02, 7.282249e-02, -1.326717e+00, -8.773574e+01, 9.000000, 3.198465e-01, 2.302585e-01, 
675, 3.491399e-02, 7.282249e-02, -1.326717e+00, -2.428991e+02, 9.000000, 3.198465e-01, 2.302585e-01, 
676, 3.491399e-02, 7.282249e-02, -1.326717e+00, -3.034071e+01, 9.000000, 3.198465e-01, 2.302585e-01, 
677, 2.479191e-02, 7.427264e-02, -2.748811e+00, -2.748811e+00, 9.000000, 3.198465e-01, 2.302585e-01, 
678, 2.479191e-02, 7.427264e-02, -2.748811e+00, -2.215700e+01, 9.000000, 3.198465e-01, 2.302585e-01, 
679, 2.479191e-02, 7.427264e-02, -2.748811e+00, -2.661121e+01, 9.000000, 3.198465e-01, 2.302585e-01, 
680, 2.479191e-02, 7.427264e-02, -2.748811e+00, -1.012711e+02, 9.000000, 3.198465e-01, 2.302585e-01, 
681, 2.479191e-02, 7.427264e-02, -2.748811e+00, -1.640212e+03, 9.000000, 3.198465e-01, 2.302585e-01, 
682, 2.479191e-02, 7.427264e-02, -2.748811e+00, -3.760186e+02, 9.000000, 3.198465e-01, 2.302585e-01, 
683, 2.479191e-02, 7.427264e-02, -2.748811e+00, -1.729343e+01, 9.000000, 3.198465e-01, 2.302585e-01, 
684, 2.479191e-02, 7.427264e-02, -2.748811e+00, -1.779445e+02, 9.000000, 3.198465e-01, 2.302585e-01, 
685, 2.479191e-02, 7.427264e-02, -2.748811e+00, -1.006407e+03, 9.000000, 3.198465e-01, 2.302585e-01, 
686, 2.479191e-02, 7.427264e-02, -2.748811e+00, -2.378802e+01, 9.000000, 3.198465e-01, 2.302585e-01, 
687, 2.479191e-02, 7.427264e-02, -2.748811e+00, -8.566193e+01, 9.000000, 3.198465e-01, 2.302585e-01, 
688, 2.479191e-02, 7.427264e-02, -2.748811e+00, -5.640390e+02, 9.000000, 3.198465e-01, 2.302585e-01, 
689, 2.479191e-02, 7.427264e-02, -2.748811e+00, -3.644551e+02, 9.000000, 3.198465e-01, 2.302585e-01, 
690, 2.479191e-02, 7.427264e-02, -2.748811e+00, -1.073158e+03, 9.000000, 3.198465e-01, 2.302585e-01, 
691, 2.479191e-02, 7.427264e-02, -2.748811e+00, -7.062127e+02, 9.000000, 3.198465e-01, 2.302585e-01, 
692, 4.656726e-02, 7.478469e-02, -2.255788e+00, -2.255788e+00, 9.000000, 3.198465e-01, 2.302585e-01, 
693, 4.656726e-02, 7.478469e-02, -2.255788e+00, -2.715452e+01, 9.000000, 3.198465e-01, 2.302585e-01, 
694, 4.656726e-02, 7.478469e-02, -2.255788e+00, -5.172033e+01, 9.000000, 3.198465e-01, 2.302585e-01, 
695, 4.656726e-02, 7.478469e-02, -2.255788e+00, -3.415165e+01, 9.000000, 3.198465e-01, 2.302585e-01, 
696, 4.656726e-02, 7.478469e-02, -2.255788e+00, -1.397856e+02, 9.000000, 3.198465e-01, 2.302585e-01, 
697, 4.656726e-02, 7.478469e-02, -2.255788e+00, -6.777934e+02, 9.000000, 3.198465e-01, 2.302585e-01, 
698, 4.656726e-02, 7.478469e-02, -2.255788e+00, -6.777934e+02, 9.000000, 3.198465e-01, 2.302585e-01, 
699, 4.656726e-02, 7.478469e-02, -2.255788e+00, -1.397856e+02, 9.000000, 3.198465e-01, 2.302585e-01, 
700, 4.656726e-02, 7.478469e-02, -2.255788e+00, -1.574629e+02, 9.000000, 3.198465e-01, 2.302585e-01, 
701, 4.656726e-02, 7.478469e-02, -2.255788e+00, -1.225186e+01, 9.000000, 3.198465e-01, 2.302585e-01, 
702, 4.656726e-02, 7.478469e-02, -2.255788e+00, -2.469847e+01, 0.000000, 2.398849e-01, 1.726939e-01, 
703, 4.656726e-02, 7.478469e-02, -2.255788e+00, -3.914096e+01, 0.000000, 2.398849e-01, 1.726939e-01, 
704, 4.656726e-02, 7.478469e-02, -2.255788e+00, -3.162212e+02, 0.000000, 2.398849e-01, 1.726939e-01, 
705, 4.656726e-02, 7.478469e-02, -2.255788e+00, -1.651261e+02, 0.000000, 2.398849e-01, 1.726939e-01, 
706, 5.517352e-02, 7.449818e-02, -1.822102e+00, -1.822102e+00, 0.000000, 2.398849e-01, 1.726939e-01, 
707, 5.517352e-02, 7.449818e-02, -1.822102e+00, -4.342567e+01, 0.000000, 2.398849e-01, 1.726939e-01, 
708, 4.555009e-02, 7.283364e-02, -1.362819e+00, -1.362819e+00, 0.000000, 2.398849e-01, 1.726939e-01, 
709, 4.555009e-02, 7.283364e-02, -1.362819e+00, -1.131809e+01, 0.000000, 2.398849e-01, 1.726939e-01, 
710, 4.555009e-02, 7.283364e-02, -1.362819e+00, -2.310155e+01, 0.000000, 2.398849e-01, 1.726939e-01, 
711, 4.555009e-02, 7.283364e-02, -1.362819e+00, -1.256167e+01, 0.000000, 2.398849e-01, 1.726939e-01, 
712, 4.555009e-02, 7.283364e-02, -1.362819e+00, -3.319947e+02, 0.000000, 2.398849e-01, 1.726939e-01, 
713, 4.555009e-02, 7.283364e-02, -1.362819e+00, -5.853229e+00, 0.000000, 2.398849e-01, 1.726939e-01, 
714, 4.555009e-02, 7.283364e-02, -1.362819e+00, -7.806697e+00, 0.000000, 2.398849e-01, 1.726939e-01, 
715, 4.555009e-02, 7.283364e-02, -1.362819e+00, -4.782121e+02, 0.000000, 2.398849e-01, 1.726939e-01, 
716, 4.555009e-02, 7.283364e-02, -1.362819e+00, -8.012109e+01, 0.000000, 2.398849e-01, 1.726939e-01, 
717, 4.555009e-02, 7.283364e-02, -1.362819e+00, -1.869864e+01, 0.000000, 2.398849e-01, 1.726939e-01, 
718, 4.555009e-02, 7.283364e-02, -1.362819e+00, -1.190708e+01, 0.000000, 2.398849e-01, 1.726939e-01, 
719, 4.555009e-02, 7.283364e-02, -1.362819e+00, -1.569308e+02, 0.000000, 2.398849e-01, 1.726939e-01, 
720, 4.555009e-02, 7.283364e-02, -1.362819e+00, -1.028808e+02, 0.000000, 2.398849e-01, 1.726939e-01, 
721, 4.555009e-02, 7.283364e-02, -1.362819e+00, -1.491735e+02, 0.000000, 2.398849e-01, 1.726939e-01, 
722, 4.555009e-02, 7.283364e-02, -1.362819e+00, -4.556747e+00, 0.000000, 2.398849e-01, 1.726939e-01, 
723, 3.223275e-02, 7.279179e-02, -1.344305e+00, -1.344305e+00, 0.000000, 2.398849e-01, 1.726939e-01, 
724, 3.223275e-02, 7.279179e-02, -1.344305e+00, -1.480963e+01, 0.000000, 2.398849e-01, 1.726939e-01, 
725, 3.223275e-02, 7.279179e-02, -1.344305e+00, -3.412465e+00, 0.000000, 2.398849e-01, 1.726939e-01, 
726, 3.223275e-02, 7.279179e-02, -1.344305e+00, -2.758725e+02, 0.000000, 2.398849e-01, 1.726939e-01, 
727, 3.223275e-02, 7.279179e-02, -1.344305e+00, -1.862663e+02, 0.000000, 2.398849e-01, 1.726939e-01, 
728, 3.223275e-02, 7.279179e-02, -1.344305e+00, -3.398303e+02, 0.000000, 2.398849e-01, 1.726939e-01, 
729, 3.223275e-02, 7.279179e-02, -1.344305e+00, -9.506315e+01, 0.000000, 2.398849e-01, 1.726939e-01, 
730, 3.223275e-02, 7.279179e-02, -1.344305e+00, -2.726100e+01, 0.000000, 2.398849e-01, 1.726939e-01, 
731, 3.223275e-02, 7.279179e-02, -1.344305e+00, -1.165627e+01, 0.000000, 2.398849e-01, 1.726939e-01, 
732, 3.223275e-02, 7.279179e-02, -1.344305e+00, -8.299617e+01, 0.000000, 2.398849e-01, 1.726939e-01, 
733, 3.223275e-02, 7.279179e-02, -1.344305e+00, -1.012797e+02, 0.000000, 2.398849e-01, 1.726939e-01, 
734, 3.022563e-02, 7.411703e-02, -1.972354e+00, -1.972354e+00, 0.000000, 2.398849e-01, 1.726939e-01, 
735, 3.022563e-02, 7.411703e-02, -1.972354e+00, -7.088098e+01, 0.000000, 2.398849e-01, 1.726939e-01, 
736, 3.022563e-02, 7.411703e-02, -1.972354e+00, -2.851551e+01, 0.000000, 2.398849e-01, 1.726939e-01, 
737, 3.022563e-02, 7.411703e-02, -1.972354e+00, -2.433322e+02, 0.000000, 2.398849e-01, 1.726939e-01, 
738, 3.022563e-02, 7.411703e-02, -1.972354e+00, -7.480459e+01, 0.000000, 2.398849e-01, 1.726939e-01, 
739, 3.022563e-02, 7.411703e-02, -1.972354e+00, -2.687754e+00, 0.000000, 2.398849e-01, 1.726939e-01, 
740, 3.022563e-02, 7.411703e-02, -1.972354e+00, -4.722645e+01, 0.000000, 2.398849e-01, 1.726939e-01, 
741, 3.022563e-02, 7.411703e-02, -1.972354e+00, -1.129670e+01, 0.000000, 2.398849e-01, 1.726939e-01, 
742, 3.022563e-02, 7.411703e-02, -1.972354e+00, -6.199500e+02, 0.000000, 2.398849e-01, 1.726939e-01, 
743, 3.022563e-02, 7.411703e-02, -1.972354e+00, -2.686971e+02, 0.000000, 2.398849e-01, 1.726939e-01, 
744, 3.780673e-02, 7.255740e-02, -1.495283e+00, -1.495283e+00, 0.000000, 2.398849e-01, 1.726939e-01, 
745, 3.780673e-02, 7.255740e-02, -1.495283e+00, -3.957979e+02, 0.000000, 2.398849e-01, 1.726939e-01, 
746, 3.780673e-02, 7.255740e-02, -1.495283e+00, -1.444380e+01, 0.000000, 2.398849e-01, 1.726939e-01, 
747, 3.780673e-02, 7.255740e-02, -1.495283e+00, -1.531393e+01, 0.000000, 2.398849e-01, 1.726939e-01, 
748, 3.780673e-02, 7.255740e-02, -1.495283e+00, -3.510801e+01, 0.000000, 2.398849e-01, 1.726939e-01, 
749, 3.780673e-02, 7.255740e-02, -1.495283e+00, -1.676195e+02, 0.000000, 2.398849e-01, 1.726939e-01, 
750, 3.780673e-02, 7.255740e-02, -1.495283e+00, -1.391914e+02, 0.000000, 2.398849e-01, 1.726939e-01, 
751, 4.704528e-02, 7.344364e-02, -1.337201e+00, -1.337201e+00, 0.000000, 2.398849e-01, 1.726939e-01, 
752, 5.006131e-02, 7.430005e-02, -1.730136e+00, -1.730136e+00, 5.000000, 1.799136e-01, 1.295204e-01, 
753, 5.006131e-02, 7.430005e-02, -1.730136e+00, -1.344145e+01, 5.000000, 1.799136e-01, 1.295204e-01, 
754, 5.006131e-02, 7.430005e-02, -1.730136e+00, -3.145795e+01, 5.000000, 1.799136e-01, 1.295204e-01, 
755, 5.006131e-02, 7.430005e-02, -1.730136e+00, -9.212601e+00, 5.000000, 1.799136e-01, 1.295204e-01, 
756, 5.006131e-02, 7.430005e-02, -1.730136e+00, -4.077372e+01, 5.000000, 1.799136e-01, 1.295204e-01, 
757, 5.006131e-02, 7.430005e-02, -1.730136e+00, -1.175595e+01, 5.000000, 1.799136e-01, 1.295204e-01, 
758, 5.006131e-02, 7.430005e-02, -1.730136e+00, -4.743514e+01, 5.000000, 1.799136e-01, 1.295204e-01, 
759, 5.006131e-02, 7.430005e-02, -1.730136e+00, -3.023779e+01, 5.000000, 1.799136e-01, 1.295204e-01, 
760, 5.006131e-02, 7.430005e-02, -1.730136e+00, -9.825413e+00, 5.000000, 1.799136e-01, 1.295204e-01, 
761, 5.006131e-02, 7.430005e-02, -1.730136e+00, -3.888309e+02, 5.000000, 1.799136e-01, 1.295204e-01, 
762, 5.811265e-02, 7.378330e-02, -1.477555e+00, -1.477555e+00, 5.000000, 1.799136e-01, 1.295204e-01, 
763, 7.096202e-02, 7.700364e-02, -3.736722e+00, -3.736722e+00, 5.000000, 1.799136e-01, 1.295204e-01, 
764, 5.069544e-02, 7.477373e-02, -2.123994e+00, -2.123994e+00, 5.000000, 1.799136e-01, 1.295204e-01, 
765, 5.069544e-02, 7.477373e-02, -2.123994e+00, -1.494071e+01, 5.000000, 1.799136e-01, 1.295204e-01, 
766, 5.069544e-02, 7.477373e-02, -2.123994e+00, -6.422932e+01, 5.000000, 1.799136e-01, 1.295204e-01, 
767, 5.069544e-02, 7.477373e-02, -2.123994e+00, -1.668053e+01, 5.000000, 1.799136e-01, 1.295204e-01, 
768, 3.985146e-02, 7.141975e-02, -2.996230e+00, -2.996230e+00, 5.000000, 1.799136e-01, 1.295204e-01, 
769, 3.940891e-02, 7.118109e-02, -3.545224e+00, -3.545224e+00, 5.000000, 1.799136e-01, 1.295204e-01, 
770, 3.940891e-02, 7.118109e-02, -3.545224e+00, -5.046460e+01, 5.000000, 1.799136e-01, 1.295204e-01, 
771, 3.940891e-02, 7.118109e-02, -3.545224e+00, -3.640094e+01, 5.000000, 1.799136e-01, 1.295204e-01, 
772, 3.940891e-02, 7.118109e-02, -3.545224e+00, -9.910375e+01, 5.000000, 1.799136e-01, 1.295204e-01, 
