sample_no, 3H_Std, Well1_Gamma_p1, log_posterior, log_posterior_transformed, stuck_counter, perturbation_coeff_0, perturbation_coeff_1, 
989, 1.787230e-01, 7.409132e-02, -2.142391e+00, -2.142391e+00, 1.000000, 3.198465e-01, 2.302585e-01, 
990, 1.787230e-01, 7.409132e-02, -2.142391e+00, -3.657271e+00, 1.000000, 3.198465e-01, 2.302585e-01, 
991, 1.787230e-01, 7.409132e-02, -2.142391e+00, -4.306841e+00, 1.000000, 3.198465e-01, 2.302585e-01, 
992, 1.787230e-01, 7.409132e-02, -2.142391e+00, -2.745514e+01, 1.000000, 3.198465e-01, 2.302585e-01, 
993, 1.787230e-01, 7.409132e-02, -2.142391e+00, -2.362712e+00, 1.000000, 3.198465e-01, 2.302585e-01, 
994, 1.787230e-01, 7.409132e-02, -2.142391e+00, -1.800514e+01, 1.000000, 3.198465e-01, 2.302585e-01, 
995, 1.787230e-01, 7.409132e-02, -2.142391e+00, -9.799205e+00, 1.000000, 3.198465e-01, 2.302585e-01, 
996, 1.787230e-01, 7.409132e-02, -2.142391e+00, -9.740939e+00, 1.000000, 3.198465e-01, 2.302585e-01, 
997, 1.787230e-01, 7.409132e-02, -2.142391e+00, -3.006459e+01, 1.000000, 3.198465e-01, 2.302585e-01, 
998, 1.837083e-01, 7.303919e-02, -2.166424e+00, -2.166424e+00, 1.000000, 3.198465e-01, 2.302585e-01, 
999, 1.837083e-01, 7.303919e-02, -2.166424e+00, -3.859168e+00, 1.000000, 3.198465e-01, 2.302585e-01, 
